0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
3799,4035,3876,3891,3937,3929,3885,3985,3902,3849,3935,3924,3842,3908,3804,3967,3799,3969,3825,3964,3929,3853,3995,3856,3863,3906,4005,3788,3959,3902,3906,4021,3932,3979,3879,3834,3948,3921,3959,3909,3886,3944,3883,3890,3870,3850,3872,3882,3941,3874,3888,3871,3880,3892,3882,3874,3991,3827,3944,4065,3942,3996,3888,3920,3947,3955,3914,3917,3899,3931,3939,3916,3996,3954,3815,3972,3908,3988,3816,3925,3847,3923,3973,3991,3830,3927,3974,3851,3878,3863,3944,3842,3915,4007,3827,3872,3967,3840,3885,3900,3893,3857,3816,3964,3934,3827,3974,3832,4054,3913,3852,3924,3955,3859,3976,3856,3956,3962,3969,3886,3795,4017,4017,3895,3850,3916,3979,3946,3832,3849,3832,3918,3933,3859,3945,3895,3852,3889,3826,4048,3808,3927,3805,3945,3867,3950,3914,4024,3864,3814,3880,3935,3952,3880,3939,3869,3769,3878,3904,3832,4005,3884,4049,3889,3823,3932,4006,4013,3888,3959,3926,3837,3892,3858,3851,3878,3821,3872,3854,3818,3934,3830,3906,3906,3919,3908,3810,3980,3939,3891,3949,3884,3887,3801,3887,3936,3961,3784,3999,3972,3862,3965,3829,4014,3887,3912,3913,3941,4003,3976,3938,3910,3879,3824,3949,3927,3924,3846,3871,3802,3881,3977,3873,3889,3997,3829,3913,3870,3934,3935,3901,3927,3943,3946,3898,3812,3871,3867,3943,3954,3890,3936,3827,3819,3877,3868,3893,3880,3966,3984,3851,3960,3857,3980,3941,3924
